,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
46705,1295000.0,1924.0,1295000.0,90036,Single Family Residence,2.0,2.0,34.081662,-118.353841,1436.0,1.0,2846.0,2016-04-21,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,4,2016,0,2016-03-22,1.94
46706,1580000.0,1926.0,1625000.0,90036,Single Family Residence,4.0,3.0,34.082205,-118.35381,2085.0,1.0,6500.0,2016-05-16,1,1,0,0,0,1,1,1,1,1,1,1,0,0,94.0,5,2016,0,2016-04-16,1.7957298013245218
46707,1512975.0,1926.0,1500000.0,90036,Single Family Residence,3.0,2.0,34.080442,-118.340883,2074.0,1.0,5973.0,2016-04-19,1,1,0,0,0,1,1,1,1,1,1,1,0,0,94.0,4,2016,0,2016-03-20,1.7957298013245218
46708,402500.0,1972.0,410000.0,90036,Condominium,1.0,1.0,34.081074,-118.343185,622.0,1.0,39885.0,2016-03-14,0,0,1,0,0,1,1,0,1,1,1,0,0,0,48.0,3,2016,0,2016-02-13,1.7957298013245218
46709,1500000.0,1926.0,1499999.0,90036,Single Family Residence,6.0,4.0,34.078868,-118.350612,2452.0,1.0,8208.0,2016-04-01,1,1,0,0,0,0,1,1,1,0,1,0,0,0,94.0,4,2016,0,2016-03-02,1.84
46710,1299000.0,1923.0,1299000.0,90036,Single Family Residence,2.0,2.0,34.064339000000004,-118.34319,1413.0,1.0,6505.0,2016-06-30,1,1,0,0,0,1,1,1,1,1,1,0,0,0,97.0,6,2016,0,2016-05-31,1.84
46711,1320000.0,1926.0,1345000.0,90036,Single Family Residence,3.0,2.0,34.072701,-118.352504,1998.0,1.0,6104.0,2016-04-01,1,1,0,0,0,1,0,1,1,1,1,1,0,0,94.0,4,2016,0,2016-03-02,1.84
46712,1272000.0,1924.0,1299999.0,90036,Single Family Residence,4.0,4.0,34.065086,-118.341062,2735.0,1.0,7429.0,2016-07-15,1,1,0,0,0,1,0,1,1,1,0,0,0,0,96.0,7,2016,0,2016-06-15,1.6
46713,407500.0,1972.0,425000.0,90036,Condominium,1.0,1.0,34.081074,-118.343185,694.0,1.0,39885.0,2016-05-13,0,0,1,0,0,1,1,0,1,1,1,0,0,0,48.0,5,2016,0,2016-04-13,1.77
46714,3325000.0,2016.0,3495000.0,90036,Single Family Residence,4.0,5.0,34.081451,-118.349338,4600.0,2.0,7333.0,2016-05-11,0,1,0,0,0,1,0,1,1,1,1,1,1,1,4.0,5,2016,0,2016-04-11,1.73
46716,1500000.0,1935.0,1399000.0,90036,Single Family Residence,3.0,2.0,34.079332,-118.351587,1786.0,1.0,6999.0,2016-03-16,1,1,0,0,0,0,1,1,1,1,1,0,0,0,85.0,3,2016,0,2016-02-15,1.77
46717,820000.0,1926.0,795000.0,90036,Single Family Residence,2.0,2.0,34.081637,-118.358217,810.0,1.0,2251.0,2016-04-15,1,1,0,0,0,1,1,1,1,1,1,1,0,0,94.0,4,2016,0,2016-03-16,1.94
46719,567250.0,1940.0,575000.0,90036,Condominium,2.0,1.0,34.081237,-118.342423,948.0,1.0,14861.0,2016-07-29,0,0,1,0,0,1,0,1,1,1,1,0,0,1,80.0,7,2016,0,2016-06-29,1.5
46720,2900000.0,2016.0,2949000.0,90036,Single Family Residence,5.0,6.0,34.065089,-118.339392,4602.0,2.0,7108.0,2016-05-12,1,1,0,0,0,1,1,1,1,1,1,0,1,0,4.0,5,2016,0,2016-04-12,1.79
46721,1220000.0,1924.0,1475000.0,90036,Single Family Residence,3.0,2.0,34.081118,-118.3566,1449.0,1.0,6354.0,2016-06-09,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,6,2016,0,2016-05-10,1.77
46722,3000000.0,2016.0,3150000.0,90036,Single Family Residence,4.0,5.0,34.081246,-118.35603600000002,4305.0,2.0,6499.0,2016-04-06,0,1,0,0,0,1,1,1,1,1,1,0,1,1,4.0,4,2016,0,2016-03-07,1.91
46724,1200000.0,1926.0,1375000.0,90036,Single Family Residence,2.0,1.0,34.082002,-118.35602,1284.0,1.0,4006.0,2016-06-02,1,1,0,0,0,1,1,1,1,0,1,0,0,0,94.0,6,2016,0,2016-05-03,1.81
46725,1280000.0,1925.0,1280000.0,90036,Single Family Residence,3.0,3.0,34.082147,-118.347959,2030.0,1.0,6946.0,2016-02-03,1,1,0,0,0,1,0,1,1,1,1,0,0,0,95.0,2,2016,1,2016-01-04,2.24
46729,1480000.0,1925.0,1489000.0,90036,Single Family Residence,3.0,3.0,34.058801,-118.354998,2040.0,1.0,7000.0,2016-03-18,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,3,2016,0,2016-02-17,1.81
46730,3210000.0,2016.0,3295000.0,90036,Single Family Residence,5.0,6.0,34.082107,-118.355557,4339.0,2.0,6500.0,2016-03-04,1,1,0,0,0,1,1,1,1,1,1,1,0,1,4.0,3,2016,0,2016-02-03,1.88
46731,1050000.0,1924.0,1200000.0,90036,Single Family Residence,3.0,1.0,34.060156,-118.361132,1599.0,1.0,6000.0,2016-03-18,1,1,0,0,0,1,1,1,1,1,0,0,0,1,96.0,3,2016,0,2016-02-17,1.81
46732,2800000.0,2015.0,2895000.0,90036,Single Family Residence,5.0,6.0,34.082912,-118.354696,3810.0,2.0,5851.0,2016-04-04,1,1,0,0,0,1,1,1,1,1,1,1,0,1,5.0,4,2016,0,2016-03-05,1.7957298013245218
46733,1400000.0,1927.0,1395000.0,90036,Single Family Residence,3.0,3.0,34.058527000000005,-118.35388799999998,2252.0,1.0,7001.0,2016-03-29,1,1,0,0,0,1,1,1,1,1,1,0,1,0,93.0,3,2016,0,2016-02-28,1.7957298013245218
46734,1450000.0,1926.0,1400000.0,90036,Single Family Residence,3.0,2.0,34.074702,-118.353666,1815.0,1.0,5984.0,2016-03-14,1,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,3,2016,0,2016-02-13,1.7957298013245218
46736,1650000.0,1927.0,1699000.0,90036,Single Family Residence,4.0,4.0,34.082875,-118.338228,3043.0,2.0,6814.0,2016-05-04,1,1,0,0,0,1,1,0,1,1,1,0,0,0,93.0,5,2016,0,2016-04-04,1.78
46737,1575000.0,1926.0,1750000.0,90036,Single Family Residence,4.0,3.0,34.082358,-118.338021,2823.0,2.0,6815.0,2016-04-15,1,1,0,0,0,1,1,1,1,1,1,1,0,1,94.0,4,2016,0,2016-03-16,1.94
46738,1350000.0,1935.0,1200000.0,90036,Single Family Residence,2.0,1.0,34.080527000000004,-118.352995,1423.0,1.0,6103.0,2016-03-24,1,1,0,0,0,0,0,0,1,0,1,0,0,0,85.0,3,2016,0,2016-02-23,1.74
46739,2828000.0,2015.0,2868550.0,90036,Single Family Residence,5.0,6.0,34.064196,-118.342609,4096.0,2.0,6502.0,2016-04-27,0,1,0,0,0,1,1,1,1,1,1,0,1,1,5.0,4,2016,0,2016-03-28,1.89
46740,2725000.0,2015.0,2749000.0,90036,Single Family Residence,5.0,6.0,34.065228999999995,-118.340494,4274.0,1.0,6750.0,2016-01-22,0,1,0,0,0,1,1,1,1,1,0,0,0,1,5.0,1,2016,1,2015-12-23,2.27
46742,3000000.0,2015.0,2995000.0,90036,Single Family Residence,5.0,6.0,34.080657,-118.354498,4198.0,2.0,6500.0,2016-01-15,1,1,0,0,0,1,1,1,1,1,1,1,1,1,5.0,1,2016,1,2015-12-16,2.3
46744,1630000.0,1931.0,1699000.0,90036,Single Family Residence,5.0,4.0,34.060492,-118.350617,3221.0,2.0,7862.0,2016-01-27,1,1,0,0,0,1,1,1,1,1,1,1,0,0,89.0,1,2016,1,2015-12-28,2.24
46745,2875000.0,2015.0,2985000.0,90036,Single Family Residence,4.0,6.0,34.080521999999995,-118.353446,4152.0,2.0,6480.0,2016-01-21,0,1,0,0,0,1,1,1,1,1,1,1,0,1,5.0,1,2016,1,2015-12-22,2.24
46746,1376000.0,1929.0,1395000.0,90036,Single Family Residence,3.0,2.0,34.059078,-118.360933,1753.0,1.0,5934.0,2016-02-10,1,1,0,0,0,1,1,1,1,1,1,0,0,0,91.0,2,2016,1,2016-01-11,2.17
46747,620000.0,1928.0,625000.0,90036,Condominium,1.0,1.0,34.07385,-118.343266,848.0,1.0,16120.0,2016-03-04,0,0,1,0,0,1,1,0,1,1,1,0,0,1,92.0,3,2016,0,2016-02-03,1.88
46751,1450000.0,1925.0,1549000.0,90036,Single Family Residence,4.0,3.0,34.058434000000005,-118.355169,1954.0,1.0,7000.0,2016-02-11,1,1,0,0,0,0,0,1,1,1,1,0,0,0,95.0,2,2016,1,2016-01-12,2.12
46752,1280000.0,1926.0,1450000.0,90036,Single Family Residence,3.0,2.0,34.08057,-118.350655,1742.0,1.0,6000.0,2016-02-05,0,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,2,2016,1,2016-01-06,2.18
46753,1411000.0,1925.0,1395000.0,90036,Single Family Residence,3.0,4.0,34.081665,-118.347953,1620.0,1.0,4997.0,2016-01-02,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,1,2016,1,2015-12-03,2.33
46755,2650000.0,2015.0,2779550.0,90036,Single Family Residence,5.0,6.0,34.08217,-118.339363,4147.0,2.0,6407.0,2016-01-15,0,1,0,0,0,1,1,1,1,1,1,0,1,1,5.0,1,2016,1,2015-12-16,2.3
46756,1254500.0,1926.0,1369000.0,90036,Single Family Residence,4.0,3.0,34.058863,-118.361822,2156.0,1.0,6002.0,2016-02-05,1,1,0,0,0,1,1,1,1,1,1,0,0,0,94.0,2,2016,1,2016-01-06,2.18
46758,1315000.0,1928.0,1595000.0,90036,Single Family Residence,3.0,2.0,34.058083,-118.349301,1888.0,1.0,7949.0,2016-06-03,1,1,0,0,0,1,1,1,0,0,0,0,0,0,92.0,6,2016,0,2016-05-04,1.79
46767,1471337.0,1935.0,1275000.0,90036,Single Family Residence,2.0,2.0,34.081361,-118.340172,2000.0,1.0,6004.0,2016-02-25,1,1,0,0,0,1,1,1,1,1,1,0,0,0,85.0,2,2016,1,2016-01-26,2.01
46773,2165000.0,1927.0,,90036,Single Family Residence,5.0,4.0,34.077504,-118.33813899999998,3505.0,2.0,9855.0,2019-09-07,1,1,0,0,0,1,1,1,1,1,1,0,1,0,93.0,9,2019,1,2019-08-08,1.72
46774,3050000.0,1928.0,,90036,Townhouse,4.0,5.0,34.076421999999994,-118.342045,4184.0,3.0,31561.0,2019-10-04,0,0,0,0,1,1,1,1,1,1,1,0,0,0,92.0,10,2019,1,2019-09-04,1.47
46775,1515000.0,1928.0,,90036,Single Family Residence,3.0,2.0,34.067879,-118.342616,2191.0,1.0,6502.0,2019-08-26,1,1,0,0,0,1,1,1,1,1,1,0,0,0,92.0,8,2019,0,2019-07-27,2.2791922290388698
46777,1419000.0,1925.0,1299000.0,90036,Single Family Residence,2.0,2.0,34.066717,-118.345794,1608.0,2.0,1886.0,2019-09-03,1,1,0,0,0,1,1,1,1,1,1,1,0,0,95.0,9,2019,1,2019-08-04,2.2791922290388698
46778,2650000.0,2019.0,2795000.0,90036,Single Family Residence,4.0,4.0,34.08251,-118.356039,2802.0,2.0,6507.0,2019-10-04,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1.0,10,2019,1,2019-09-04,1.47
46779,2235000.0,1927.0,2199000.0,90036,Single Family Residence,3.0,3.0,34.078111,-118.340019,2356.0,1.0,9178.0,2019-09-18,1,1,0,0,0,0,1,1,1,1,1,0,0,0,93.0,9,2019,1,2019-08-19,1.6
46780,2750000.0,2019.0,2795000.0,90036,Single Family Residence,4.0,4.0,34.082375,-118.35560900000002,2802.0,2.0,6500.0,2019-08-31,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1.0,8,2019,0,2019-08-01,1.9
46781,1488600.0,1923.0,,90036,Single Family Residence,3.0,2.0,34.059563,-118.33997,1910.0,1.0,7505.0,2019-07-01,1,1,0,0,0,1,1,1,1,1,1,0,0,0,97.0,7,2019,0,2019-06-01,2.2791922290388698
46782,1750000.0,1927.0,1899000.0,90036,Single Family Residence,3.0,3.0,34.058043,-118.350283,2480.0,2.0,7948.0,2019-08-21,1,1,0,0,0,1,1,1,1,1,1,1,1,0,93.0,8,2019,0,2019-07-22,2.05
46783,3400000.0,2019.0,3495900.0,90036,Single Family Residence,5.0,6.0,34.081128,-118.351431,3627.0,2.0,7000.0,2019-07-15,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1.0,7,2019,0,2019-06-15,2.2791922290388698
46785,1825000.0,1924.0,1799000.0,90036,Single Family Residence,3.0,3.0,34.058304,-118.350652,1954.0,1.0,7702.0,2019-08-02,1,1,0,0,0,1,1,1,1,1,1,0,1,1,96.0,8,2019,0,2019-07-03,1.96
46786,1929000.0,1937.0,2150000.0,90036,Single Family Residence,3.0,3.0,34.077101,-118.350722,1834.0,1.0,8227.0,2019-08-28,1,1,0,0,0,1,1,1,1,1,1,1,0,1,83.0,8,2019,0,2019-07-29,2.06
46787,1600000.0,1946.0,1749000.0,90036,Single Family Residence,3.0,3.0,34.075629,-118.347761,2284.0,1.0,5997.0,2019-09-05,1,1,0,0,0,1,1,1,1,1,1,0,0,0,74.0,9,2019,1,2019-08-06,1.73
46788,1330000.0,1924.0,1300000.0,90036,Single Family Residence,5.0,2.0,34.058481,-118.351705,2271.0,2.0,7041.0,2019-07-10,1,1,0,0,0,0,0,1,0,1,1,0,0,0,96.0,7,2019,0,2019-06-10,2.15
46789,1790000.0,1924.0,2000000.0,90036,Single Family Residence,5.0,4.0,34.079932,-118.349473,1863.0,1.0,7334.0,2019-08-28,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,8,2019,0,2019-07-29,2.06
46790,1260000.0,1923.0,1210000.0,90036,Single Family Residence,3.0,2.0,34.060193,-118.342896,1404.0,1.0,6321.0,2019-07-03,1,1,0,0,0,1,0,1,1,1,1,1,0,0,97.0,7,2019,0,2019-06-03,2.07
46791,1800000.0,2006.0,2100000.0,90036,Single Family Residence,4.0,4.0,34.082757,-118.35457,2658.0,2.0,5851.0,2019-08-16,1,1,0,0,0,1,0,1,1,1,1,0,1,0,14.0,8,2019,0,2019-07-17,2.06
46792,1625000.0,1925.0,1599000.0,90036,Single Family Residence,3.0,3.0,34.059292,-118.35355,1676.0,1.0,6998.0,2019-07-01,1,1,0,0,0,1,1,1,1,1,1,0,1,1,95.0,7,2019,0,2019-06-01,2.2791922290388698
46793,1440000.0,1923.0,1495000.0,90036,Single Family Residence,3.0,2.0,34.059003999999995,-118.343391,1832.0,1.0,7855.0,2019-07-31,1,1,0,0,0,1,1,1,1,1,1,0,0,0,97.0,7,2019,0,2019-07-01,2.03
46795,1261500.0,1927.0,1395000.0,90036,Single Family Residence,3.0,2.0,34.081551,-118.34891,1445.0,1.0,4957.0,2019-07-30,1,1,0,0,0,0,1,1,1,1,1,0,0,0,93.0,7,2019,0,2019-06-30,2.2791922290388698
46796,3875000.0,2019.0,4249000.0,90036,Single Family Residence,5.0,5.0,34.081419,-118.347784,4334.0,3.0,7717.0,2019-08-30,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1.0,8,2019,0,2019-07-31,2.02
46797,450000.0,1978.0,409000.0,90036,Condominium,1.0,1.0,34.063406,-118.350071,566.0,2.0,7805.0,2019-06-21,0,0,1,0,0,1,0,0,1,1,1,0,0,1,42.0,6,2019,0,2019-05-22,2.39
46798,405000.0,1972.0,485000.0,90036,Condominium,1.0,1.0,34.081068,-118.343166,645.0,1.0,39885.0,2019-08-20,0,0,1,0,0,1,1,0,1,1,1,0,0,0,48.0,8,2019,0,2019-07-21,2.2791922290388698
46800,1800000.0,1931.0,2299000.0,90036,Single Family Residence,3.0,3.0,34.081259,-118.338939,3544.0,2.0,7048.0,2019-08-27,1,1,0,0,0,0,1,1,1,1,1,0,0,0,89.0,8,2019,0,2019-07-28,2.2791922290388698
46801,1827000.0,1925.0,1695000.0,90036,Single Family Residence,3.0,2.0,34.068026,-118.339365,1900.0,1.0,6461.0,2019-05-31,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,5,2019,0,2019-05-01,2.52
46802,2430000.0,1927.0,2249000.0,90036,Single Family Residence,3.0,3.0,34.080364,-118.35663999999998,1906.0,1.0,6355.0,2019-05-22,1,1,0,0,0,1,1,1,1,1,1,1,1,1,93.0,5,2019,0,2019-04-22,2.59
46803,970000.0,1926.0,999000.0,90036,Condominium,2.0,2.0,34.072727,-118.342625,1400.0,2.0,7814.0,2019-07-12,0,0,1,0,0,1,0,1,1,1,1,0,0,0,94.0,7,2019,0,2019-06-12,2.13
46804,1785000.0,1925.0,1595000.0,90036,Single Family Residence,3.0,3.0,34.059894,-118.354026,2341.0,1.0,7004.0,2019-06-24,1,1,0,0,0,1,0,1,1,1,1,1,0,1,95.0,6,2019,0,2019-05-25,2.2791922290388698
46805,2780000.0,1926.0,2795000.0,90036,Single Family Residence,6.0,6.0,34.058695,-118.361094,3422.0,1.0,6015.0,2019-05-21,1,1,0,0,0,1,1,1,1,1,1,0,1,0,94.0,5,2019,0,2019-04-21,2.2791922290388698
46806,2200000.0,1927.0,,90036,Single Family Residence,3.0,3.0,34.073282,-118.340008,1980.0,1.0,6750.0,2019-04-22,1,1,0,0,0,1,1,1,1,1,1,0,1,0,93.0,4,2019,0,2019-03-23,2.2791922290388698
46807,2055000.0,1925.0,2195000.0,90036,Single Family Residence,4.0,4.0,34.0641,-118.338112,3514.0,2.0,10510.0,2019-07-24,1,1,0,0,0,1,1,1,1,1,1,0,0,1,95.0,7,2019,0,2019-06-24,2.02
46808,1590000.0,1925.0,1620000.0,90036,Single Family Residence,3.0,3.0,34.057805,-118.348596,2000.0,1.0,6689.0,2019-07-24,1,1,0,0,0,1,1,1,1,1,1,1,0,0,95.0,7,2019,0,2019-06-24,2.02
46809,860000.0,2008.0,899000.0,90036,Condominium,3.0,3.0,34.057528999999995,-118.349821,1590.0,1.0,7934.0,2019-07-15,0,0,1,0,0,1,0,1,1,1,1,1,0,0,12.0,7,2019,0,2019-06-15,2.2791922290388698
46811,1675000.0,1947.0,1750000.0,90036,Single Family Residence,4.0,2.0,34.078068,-118.352519,2401.0,1.0,7299.0,2019-05-14,1,1,0,0,0,0,1,1,1,1,1,0,0,0,73.0,5,2019,0,2019-04-14,2.2791922290388698
46812,1670000.0,1925.0,1498000.0,90036,Single Family Residence,3.0,2.0,34.059209,-118.354324,1824.0,1.0,7001.0,2019-05-21,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,5,2019,0,2019-04-21,2.2791922290388698
46813,1125000.0,1924.0,1100000.0,90036,Single Family Residence,2.0,2.0,34.081959999999995,-118.358227,1024.0,1.0,2395.0,2019-06-12,1,1,0,0,0,1,1,1,1,1,1,1,0,0,96.0,6,2019,0,2019-05-13,2.4
46814,2122500.0,1971.0,2250000.0,90036,Single Family Residence,3.0,3.0,34.079664,-118.34046399999998,2910.0,2.0,7424.0,2019-05-10,1,1,0,0,0,1,1,1,1,1,1,1,0,0,49.0,5,2019,0,2019-04-10,2.48
46816,1760000.0,1924.0,1899000.0,90036,Single Family Residence,5.0,5.0,34.059241,-118.347638,3510.0,2.0,5574.0,2019-06-20,1,1,0,0,0,0,1,1,1,0,1,0,0,1,96.0,6,2019,0,2019-05-21,2.43
46817,3850000.0,2016.0,3950000.0,90036,Single Family Residence,4.0,5.0,34.082801,-118.350734,4620.0,2.0,7405.0,2019-08-15,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4.0,8,2019,0,2019-07-16,2.13
46818,1677000.0,1925.0,1549000.0,90036,Single Family Residence,3.0,3.0,34.057998,-118.359346,1807.0,1.0,5499.0,2019-04-05,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,4,2019,0,2019-03-06,2.69
46819,1837501.0,1926.0,1899000.0,90036,Single Family Residence,3.0,2.0,34.07481,-118.350714,1884.0,1.0,8228.0,2019-04-18,1,1,0,0,0,1,1,0,1,1,1,0,0,0,94.0,4,2019,0,2019-03-19,2.61
46820,715000.0,2008.0,675000.0,90036,Condominium,2.0,2.0,34.057593,-118.351637,1200.0,1.0,10342.0,2019-04-02,0,0,1,0,0,0,1,1,1,1,1,0,0,1,12.0,4,2019,0,2019-03-03,2.2791922290388698
46821,819000.0,1928.0,950000.0,90036,Condominium,2.0,2.0,34.080357,-118.35808,1347.0,2.0,6183.0,2019-07-19,0,0,1,0,0,1,1,0,1,0,1,0,0,0,92.0,7,2019,0,2019-06-19,2.03
46822,4000000.0,2019.0,4495000.0,90036,Single Family Residence,5.0,5.0,34.082899,-118.35019,4420.0,3.0,7413.0,2019-08-07,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1.0,8,2019,0,2019-07-08,2.05
46824,1615000.0,1924.0,1625000.0,90036,Single Family Residence,3.0,2.0,34.060329,-118.35926299999998,2270.0,1.0,5608.0,2019-03-26,1,1,0,0,0,1,1,1,1,1,1,1,0,0,96.0,3,2019,0,2019-02-24,2.2791922290388698
46825,749000.0,1979.0,749000.0,90036,Condominium,2.0,2.0,34.06159,-118.355995,1321.0,3.0,10798.0,2019-04-15,0,0,1,0,0,1,0,1,1,0,1,0,0,0,41.0,4,2019,0,2019-03-16,2.2791922290388698
46826,3550000.0,2018.0,3400000.0,90036,Single Family Residence,5.0,6.0,34.067749,-118.339999,3511.0,2.0,6751.0,2019-03-20,0,1,0,0,0,1,1,1,1,1,1,1,0,0,2.0,3,2019,0,2019-02-18,1.77
46827,2425000.0,1923.0,2549000.0,90036,Single Family Residence,4.0,4.0,34.066176,-118.342175,2800.0,2.0,6758.0,2019-05-07,1,1,0,0,0,1,0,1,1,1,1,1,0,0,97.0,5,2019,0,2019-04-07,2.2791922290388698
46829,1176000.0,1925.0,1550000.0,90036,Single Family Residence,2.0,2.0,34.080919,-118.345897,1245.0,1.0,5280.0,2019-05-20,1,1,0,0,0,1,1,1,0,1,1,0,0,1,95.0,5,2019,0,2019-04-20,2.2791922290388698
46830,1580000.0,1924.0,1650000.0,90036,Single Family Residence,3.0,2.0,34.080707000000004,-118.340893,1717.0,1.0,6005.0,2019-03-31,1,1,0,0,0,1,1,1,1,1,1,0,1,0,96.0,3,2019,0,2019-03-01,2.76
46831,1763800.0,1924.0,1795000.0,90036,Single Family Residence,3.0,4.0,34.081171999999995,-118.341291,2506.0,1.0,6001.0,2019-03-07,1,1,0,0,0,1,0,1,1,1,1,0,0,0,96.0,3,2019,0,2019-02-05,2.71
46833,1350000.0,1924.0,1460000.0,90036,Single Family Residence,3.0,1.0,34.082633,-118.354569,1269.0,1.0,5850.0,2019-03-14,1,1,0,0,0,1,1,1,1,1,1,0,0,0,96.0,3,2019,0,2019-02-12,2.68
46834,1950000.0,1926.0,1999900.0,90036,Single Family Residence,5.0,4.0,34.071582,-118.338935,3256.0,2.0,8100.0,2019-03-28,1,1,0,0,0,1,1,1,1,1,1,0,0,1,94.0,3,2019,0,2019-02-26,2.64
46835,2149000.0,1930.0,2149000.0,90036,Single Family Residence,5.0,3.0,34.075222,-118.350715,2937.0,2.0,8229.0,2019-03-05,1,1,0,0,0,1,0,1,1,1,1,1,0,1,90.0,3,2019,0,2019-02-03,2.2791922290388698
46836,1575000.0,1940.0,1750000.0,90036,Single Family Residence,2.0,2.0,34.077122,-118.34589,1726.0,1.0,6600.0,2019-05-02,1,1,0,0,0,1,0,1,1,1,1,0,0,0,80.0,5,2019,0,2019-04-02,2.48
46837,1595000.0,1924.0,1595000.0,90036,Single Family Residence,2.0,2.0,34.08198400000001,-118.353016,1402.0,1.0,4060.0,2019-04-05,1,1,0,0,0,1,1,1,1,1,1,0,0,1,96.0,4,2019,0,2019-03-06,2.69
46838,2157574.0,1928.0,2250000.0,90036,Single Family Residence,4.0,4.0,34.059034000000004,-118.35366299999998,3498.0,2.0,7000.0,2019-04-15,1,1,0,0,0,1,1,1,1,1,1,0,0,1,92.0,4,2019,0,2019-03-16,2.2791922290388698
46839,825000.0,2008.0,799000.0,90036,Condominium,2.0,2.0,34.063858,-118.3617,1290.0,1.0,8569.0,2019-02-22,0,0,1,0,0,1,1,1,1,1,1,0,0,1,12.0,2,2019,1,2019-01-23,2.76
46840,1750000.0,1925.0,1800000.0,90036,Single Family Residence,3.0,3.0,34.078962,-118.351426,1785.0,1.0,7000.0,2019-02-28,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,2,2019,1,2019-01-29,2.72
46841,2310075.0,1949.0,2345000.0,90036,Single Family Residence,3.0,3.0,34.076821,-118.351885,2221.0,1.0,7000.0,2019-02-26,1,1,0,0,0,1,1,1,1,1,1,0,1,0,71.0,2,2019,1,2019-01-27,2.2791922290388698
46842,2580000.0,1930.0,2795000.0,90036,Single Family Residence,4.0,5.0,34.071464,-118.352501,2600.0,2.0,6103.0,2019-02-28,1,1,0,0,0,1,1,1,1,1,1,0,1,0,90.0,2,2019,1,2019-01-29,2.72
46844,3360000.0,2018.0,3299998.0,90036,Single Family Residence,5.0,5.0,34.059693,-118.33992,4928.0,2.0,7506.0,2019-03-21,0,1,0,0,0,1,1,1,1,1,1,0,1,0,2.0,3,2019,0,2019-02-19,2.65
46845,2000000.0,1925.0,2250000.0,90036,Single Family Residence,4.0,3.0,34.081131,-118.35073,2375.0,1.0,8227.0,2019-02-05,1,1,0,0,0,1,1,1,1,1,1,0,1,0,95.0,2,2019,1,2019-01-06,2.2791922290388698
46846,1465000.0,1945.0,1500000.0,90036,Single Family Residence,3.0,2.0,34.082455,-118.338208,1758.0,1.0,6813.0,2019-05-17,1,1,0,0,0,1,1,1,1,1,1,1,1,1,75.0,5,2019,0,2019-04-17,2.59
46847,1500000.0,1924.0,2100000.0,90036,Single Family Residence,4.0,3.0,34.067906,-118.341392,2010.0,1.0,6752.0,2019-03-20,0,1,0,0,0,1,1,1,1,1,0,1,0,1,96.0,3,2019,0,2019-02-18,1.77
46848,2450028.0,1925.0,2339000.0,90036,Single Family Residence,4.0,4.0,34.067614,-118.339364,2967.0,2.0,6460.0,2018-12-17,1,1,0,0,0,1,1,1,1,1,1,0,0,0,95.0,12,2018,1,2018-11-17,2.836564088841302
46849,1979440.0,1924.0,1995000.0,90036,Single Family Residence,3.0,2.0,34.082106,-118.353957,2003.0,1.0,6500.0,2019-01-10,1,1,0,0,0,1,1,1,1,1,1,1,0,0,96.0,1,2019,1,2018-12-11,2.89
46850,1700000.0,1931.0,1857000.0,90036,Single Family Residence,4.0,2.0,34.072016999999995,-118.351409,2350.0,2.0,7007.0,2018-12-21,1,1,0,0,0,1,1,1,1,1,1,1,0,0,89.0,12,2018,1,2018-11-21,3.06
46852,1460000.0,1924.0,1400000.0,90036,Single Family Residence,3.0,1.0,34.081392,-118.353956,1523.0,1.0,6499.0,2019-01-21,1,1,0,0,0,0,1,1,1,1,1,1,0,0,96.0,1,2019,1,2018-12-22,2.2791922290388698
46853,2199000.0,1925.0,2199000.0,90036,Single Family Residence,3.0,3.0,34.076987,-118.340014,2244.0,1.0,6750.0,2019-01-16,1,1,0,0,0,1,1,1,1,1,1,0,1,0,95.0,1,2019,1,2018-12-17,2.86
46854,1277000.0,1928.0,1299999.0,90036,Single Family Residence,4.0,3.0,34.082675,-118.344837,1596.0,1.0,5766.0,2018-12-28,1,1,0,0,0,0,1,1,1,1,1,0,0,1,92.0,12,2018,1,2018-11-28,3.06
