,ClosePrice,YearBuilt,OriginalListPrice,PostalCode,PropertySubType,BedroomsTotal,BathroomsTotalInteger,Latitude,Longitude,LivingArea,StoriesTotal,LotSizeSquareFeet,CloseDate,CommonWalls,Single Family Residence,Condominium,Multi,Townhouse,AppliancesYN,CoolingYN,FireplaceYN,HeatingYN,LaundryYN,ParkingYN,PatioYN,PoolPrivateYN,ViewYN,Age,CloseMonth,CloseYear,WinterIsComing,BondDate,Bond10Year
5938,770000.0,1966.0,750000.0,90403,Condominium,1.0,1.0,34.028529,-118.497734,799.0,2.0,7504.0,2017-09-29,0,0,1,0,0,1,0,0,1,1,0,1,0,0,54.0,9,2017,1,2017-08-30,2.15
5939,1075000.0,1960.0,1049000.0,90403,Condominium,3.0,2.0,34.03557,-118.486787,1439.0,2.0,7979.0,2017-06-28,0,0,1,0,0,1,0,0,1,1,1,1,0,0,60.0,6,2017,0,2017-05-29,1.77
5940,2510000.0,1930.0,2329000.0,90403,Single Family Residence,3.0,2.0,34.037638,-118.480247,1501.0,1.0,6089.0,2017-06-16,1,1,0,0,0,0,0,1,1,0,1,1,0,0,90.0,6,2017,0,2017-05-17,2.22
5941,880000.0,1965.0,849000.0,90403,Condominium,2.0,2.0,34.025559,-118.491661,1045.0,3.0,7514.0,2017-06-19,0,0,1,0,0,0,0,0,1,0,1,0,0,1,55.0,6,2017,0,2017-05-20,2.296688541140846
5942,1600000.0,1980.0,,90403,Condominium,2.0,3.0,34.025137,-118.496668,1940.0,2.0,7499.0,2017-05-09,0,0,1,0,0,1,1,1,1,1,1,0,0,0,40.0,5,2017,0,2017-04-09,2.296688541140846
5944,800000.0,1969.0,819000.0,90403,Condominium,2.0,2.0,34.028105,-118.495395,1018.0,1.0,15001.0,2017-07-10,0,0,1,0,0,1,0,0,1,1,1,0,0,0,51.0,7,2017,0,2017-06-10,2.296688541140846
5945,1150000.0,1970.0,1200000.0,90403,Condominium,2.0,2.0,34.029639,-118.494585,1384.0,4.0,22518.0,2017-06-20,0,0,1,0,0,1,0,1,1,1,1,1,0,0,50.0,6,2017,0,2017-05-21,2.296688541140846
5946,1122500.0,1990.0,1099000.0,90403,Townhouse,2.0,3.0,34.033815000000004,-118.489192,1425.0,2.0,8004.0,2017-06-02,0,0,0,0,1,1,1,1,1,1,1,1,0,1,30.0,6,2017,0,2017-05-03,2.33
5947,650000.0,1959.0,639000.0,90403,Condominium,1.0,1.0,34.028654,-118.493432,589.0,3.0,7524.0,2017-08-16,0,0,1,0,0,1,0,0,1,1,1,0,0,0,61.0,8,2017,0,2017-07-17,2.31
5948,1315000.0,1979.0,1249000.0,90403,Townhouse,3.0,3.0,34.043756,-118.480345,1601.0,1.0,7200.0,2017-07-07,0,0,0,0,1,1,1,1,1,1,1,0,0,1,41.0,7,2017,0,2017-06-07,2.18
5949,1650000.0,1982.0,1399000.0,90403,Townhouse,2.0,3.0,34.033132,-118.493121,1788.0,1.0,15005.0,2017-06-28,0,0,0,0,1,1,1,1,1,1,1,0,0,1,38.0,6,2017,0,2017-05-29,1.77
5950,949000.0,1964.0,954000.0,90403,Condominium,2.0,2.0,34.036235999999995,-118.487516,1135.0,1.0,8015.0,2017-06-14,0,0,1,0,0,1,1,1,1,1,0,0,0,1,56.0,6,2017,0,2017-05-15,2.34
5952,1725000.0,2012.0,1750000.0,90403,Townhouse,2.0,3.0,34.036658,-118.486996,1492.0,3.0,7982.0,2017-06-23,0,0,0,0,1,1,1,1,1,1,1,0,0,1,8.0,6,2017,0,2017-05-24,2.26
5953,1540000.0,1981.0,1399000.0,90403,Condominium,2.0,3.0,34.023397,-118.505727,1601.0,2.0,7485.0,2017-06-02,0,0,1,0,0,1,0,1,1,0,1,1,0,1,39.0,6,2017,0,2017-05-03,2.33
5954,608000.0,1960.0,595000.0,90403,Condominium,1.0,1.0,34.023375,-118.500888,631.0,2.0,7508.0,2017-05-31,0,0,1,0,0,1,0,0,1,1,1,0,0,0,60.0,5,2017,0,2017-05-01,2.33
5955,619000.0,1931.0,619000.0,90403,Condominium,1.0,1.0,34.034233,-118.486028,584.0,2.0,8635.0,2017-06-16,0,0,1,0,0,1,0,0,0,1,0,0,0,0,89.0,6,2017,0,2017-05-17,2.22
5956,1000000.0,1997.0,899000.0,90403,Condominium,2.0,2.0,34.028837,-118.494384,1020.0,1.0,22518.0,2017-05-24,0,0,1,0,0,1,1,1,1,1,1,0,0,1,23.0,5,2017,0,2017-04-24,2.28
5957,1175000.0,1973.0,1074900.0,90403,Townhouse,2.0,3.0,34.035467,-118.485602,1392.0,2.0,15989.0,2017-06-09,0,0,0,0,1,1,1,1,1,1,1,0,0,0,47.0,6,2017,0,2017-05-10,2.41
5958,1353000.0,1974.0,1199000.0,90403,Townhouse,2.0,3.0,34.02502,-118.497294,1568.0,3.0,7524.0,2017-06-16,0,0,0,0,1,1,1,1,1,1,1,1,0,0,46.0,6,2017,0,2017-05-17,2.22
5959,3200000.0,1951.0,3750000.0,90403,Single Family Residence,4.0,5.0,34.043962,-118.477008,3495.0,2.0,8969.0,2017-08-22,1,1,0,0,0,1,1,1,1,1,1,0,1,1,69.0,8,2017,0,2017-07-23,2.296688541140846
5960,1350000.0,1980.0,1248000.0,90403,Townhouse,2.0,3.0,34.030485,-118.491868,1580.0,2.0,7508.0,2017-06-14,0,0,0,0,1,1,1,1,1,1,1,1,0,0,40.0,6,2017,0,2017-05-15,2.34
5961,2150000.0,1976.0,2150000.0,90403,Condominium,2.0,2.0,34.021707,-118.506282,1430.0,3.0,14990.0,2017-08-22,0,0,1,0,0,1,0,1,1,1,1,1,0,1,44.0,8,2017,0,2017-07-23,2.296688541140846
5962,8137500.0,1929.0,8995000.0,90403,Single Family Residence,6.0,8.0,34.018136,-118.504479,7267.0,3.0,5648.0,2017-07-05,0,1,0,0,0,1,1,1,1,1,1,1,0,1,91.0,7,2017,0,2017-06-05,2.18
5963,1260000.0,1978.0,1189000.0,90403,Condominium,3.0,3.0,34.030239,-118.488636,1561.0,1.0,13491.0,2017-05-24,0,0,1,0,0,1,1,0,1,1,1,0,0,0,42.0,5,2017,0,2017-04-24,2.28
5964,1740000.0,1991.0,1797000.0,90403,Townhouse,3.0,3.0,34.033856,-118.488418,1797.0,4.0,8041.0,2017-06-23,0,0,0,0,1,1,1,1,1,1,1,0,0,1,29.0,6,2017,0,2017-05-24,2.26
5965,1070000.0,1975.0,1099000.0,90403,Condominium,3.0,3.0,34.029252,-118.486741,1510.0,1.0,15007.0,2017-06-28,0,0,1,0,0,1,1,1,1,1,1,1,0,0,45.0,6,2017,0,2017-05-29,1.77
5966,824500.0,1930.0,679000.0,90403,Condominium,1.0,1.0,34.025657,-118.49806,875.0,2.0,7514.0,2017-05-03,0,0,1,0,0,1,0,0,1,1,1,0,0,0,90.0,5,2017,0,2017-04-03,2.35
5968,2995000.0,1960.0,2995000.0,90403,Single Family Residence,3.0,4.0,34.036737,-118.48183799999998,2064.0,1.0,6097.0,2017-05-24,1,1,0,0,0,1,0,1,1,1,1,1,0,0,60.0,5,2017,0,2017-04-24,2.28
5970,3675000.0,2009.0,3795000.0,90403,Single Family Residence,5.0,7.0,34.03699,-118.48959,4400.0,3.0,3840.0,2017-05-04,0,1,0,0,0,1,1,0,1,1,0,1,0,1,11.0,5,2017,0,2017-04-04,2.36
5972,1475000.0,1980.0,1298000.0,90403,Condominium,3.0,3.0,34.025137,-118.496668,1612.0,1.0,7499.0,2017-04-28,0,0,1,0,0,1,1,1,1,1,1,0,0,0,40.0,4,2017,0,2017-03-29,2.39
5974,1060000.0,1982.0,1048000.0,90403,Condominium,2.0,3.0,34.026309000000005,-118.499881,1420.0,3.0,14988.0,2017-04-07,0,0,1,0,0,1,0,1,1,1,1,0,0,0,38.0,4,2017,0,2017-03-08,2.57
5975,860000.0,1972.0,815000.0,90403,Condominium,2.0,2.0,34.031611,-118.490251,1091.0,1.0,7513.0,2017-04-25,0,0,1,0,0,1,0,0,1,0,1,0,0,1,48.0,4,2017,0,2017-03-26,2.296688541140846
5976,656000.0,1963.0,649000.0,90403,Condominium,1.0,1.0,34.023931,-118.49343799999998,793.0,2.0,7522.0,2017-05-03,0,0,1,0,0,1,0,0,1,1,0,0,0,1,57.0,5,2017,0,2017-04-03,2.35
5977,1640000.0,1960.0,1649000.0,90403,Townhouse,3.0,3.0,34.034146,-118.482003,1650.0,1.0,6098.0,2017-05-17,0,0,0,0,1,1,0,1,1,1,0,0,0,1,60.0,5,2017,0,2017-04-17,2.26
5978,2320000.0,1926.0,2149000.0,90403,Single Family Residence,2.0,1.0,34.034921999999995,-118.484402,1005.0,1.0,6311.0,2017-04-14,1,1,0,0,0,1,0,1,1,1,1,0,0,0,94.0,4,2017,0,2017-03-15,2.51
5979,402000.0,1960.0,401000.0,90403,Condominium,1.0,1.0,34.024838,-118.503715,629.0,2.0,7496.0,2017-06-05,0,0,1,0,0,0,1,0,1,1,1,0,0,0,60.0,6,2017,0,2017-05-06,2.296688541140846
5980,1180000.0,1974.0,1099000.0,90403,Condominium,3.0,3.0,34.034896,-118.480425,1487.0,2.0,18334.0,2017-05-11,0,0,1,0,0,1,1,1,1,1,1,0,0,0,46.0,5,2017,0,2017-04-11,2.32
5981,2226000.0,1927.0,2200000.0,90403,Single Family Residence,4.0,2.0,34.041888,-118.471399,2040.0,1.0,8990.0,2017-04-27,1,1,0,0,0,1,0,1,1,0,1,0,0,0,93.0,4,2017,0,2017-03-28,2.42
5982,1325000.0,2005.0,1350000.0,90403,Condominium,2.0,3.0,34.029233000000005,-118.49483,1512.0,1.0,7499.0,2017-06-16,0,0,1,0,0,1,1,1,1,1,1,1,0,1,15.0,6,2017,0,2017-05-17,2.22
5983,710000.0,1969.0,705000.0,90403,Condominium,2.0,2.0,34.028105,-118.495395,897.0,2.0,15001.0,2017-04-21,0,0,1,0,0,1,0,0,0,1,1,0,0,0,51.0,4,2017,0,2017-03-22,2.4
5984,590000.0,1960.0,569900.0,90403,Condominium,2.0,1.0,34.024838,-118.503715,880.0,2.0,7496.0,2017-05-16,0,0,1,0,0,1,1,0,1,1,1,0,0,1,60.0,5,2017,0,2017-04-16,2.296688541140846
5985,1115000.0,1972.0,949000.0,90403,Condominium,2.0,2.0,34.021469,-118.504183,971.0,3.0,7517.0,2017-04-07,0,0,1,0,0,1,0,0,1,1,1,0,0,1,48.0,4,2017,0,2017-03-08,2.57
5986,1805000.0,2008.0,1765000.0,90403,Townhouse,2.0,3.0,34.032956,-118.490831,1919.0,1.0,14994.0,2017-03-31,0,0,0,0,1,1,1,1,1,1,1,1,0,1,12.0,3,2017,0,2017-03-01,2.46
5987,690000.0,1931.0,659000.0,90403,Condominium,1.0,1.0,34.03429000000001,-118.48596,583.0,2.0,8635.0,2017-04-17,0,0,1,0,0,1,0,0,1,1,1,0,0,0,89.0,4,2017,0,2017-03-18,2.296688541140846
5988,2595500.0,1929.0,2500000.0,90403,Single Family Residence,2.0,2.0,34.040420000000005,-118.48401,1638.0,1.0,8324.0,2017-04-10,1,1,0,0,0,1,0,1,1,1,1,1,1,1,91.0,4,2017,0,2017-03-11,2.296688541140846
5989,1850000.0,1931.0,1889000.0,90403,Single Family Residence,2.0,2.0,34.035156,-118.48143600000002,1295.0,1.0,5303.0,2017-03-31,1,1,0,0,0,1,0,1,1,1,0,1,0,1,89.0,3,2017,0,2017-03-01,2.46
5990,2895000.0,2003.0,2895000.0,90403,Single Family Residence,3.0,3.0,34.040971,-118.482491,2527.0,1.0,8000.0,2017-03-17,1,1,0,0,0,1,1,1,1,1,1,0,0,0,17.0,3,2017,0,2017-02-15,2.51
5992,2000000.0,2011.0,1899000.0,90403,Townhouse,3.0,3.0,34.025214,-118.494916,1856.0,1.0,7497.0,2017-03-31,0,0,0,0,1,1,1,1,1,1,1,1,0,0,9.0,3,2017,0,2017-03-01,2.46
5993,1500000.0,2000.0,1579000.0,90403,Townhouse,2.0,3.0,34.043948,-118.48013,1800.0,4.0,7201.0,2017-08-30,0,0,0,0,1,1,1,1,1,1,1,1,0,1,20.0,8,2017,0,2017-07-31,2.3
5994,3325000.0,2016.0,3395000.0,90403,Condominium,3.0,4.0,34.020002000000005,-118.503291,2970.0,2.0,7510.0,2017-03-21,0,0,1,0,0,1,1,0,1,1,1,0,0,1,4.0,3,2017,0,2017-02-19,2.296688541140846
5995,1990000.0,2011.0,1999000.0,90403,Townhouse,3.0,3.0,34.027859,-118.495108,1840.0,1.0,7500.0,2017-04-11,0,0,0,0,1,1,1,1,1,1,1,1,0,1,9.0,4,2017,0,2017-03-12,2.296688541140846
5996,1240000.0,1982.0,1385000.0,90403,Condominium,2.0,2.0,34.02926,-118.495993,1486.0,1.0,15007.0,2017-04-17,1,0,1,0,0,1,1,1,1,1,1,1,1,1,38.0,4,2017,0,2017-03-18,2.296688541140846
5997,1541000.0,1990.0,1499000.0,90403,Townhouse,3.0,3.0,34.033807,-118.489189,1489.0,2.0,8004.0,2017-03-22,0,0,0,0,1,0,0,1,1,1,1,0,0,0,30.0,3,2017,0,2017-02-20,1.77
5998,1365000.0,1964.0,1385000.0,90403,Condominium,2.0,2.0,34.018654999999995,-118.502762,1077.0,1.0,18745.0,2017-04-05,0,0,1,0,0,1,1,0,1,1,1,0,1,1,56.0,4,2017,0,2017-03-06,2.49
6000,1259000.0,1981.0,1099000.0,90403,Condominium,3.0,3.0,34.030975,-118.491382,1419.0,3.0,15014.0,2017-03-01,0,0,1,0,0,1,1,1,1,1,1,1,0,0,39.0,3,2017,0,2017-01-30,2.49
6001,1135000.0,1979.0,1135000.0,90403,Condominium,2.0,4.0,34.031704,-118.484097,1656.0,3.0,18027.0,2017-03-13,0,0,1,0,0,1,1,1,1,1,0,0,0,0,41.0,3,2017,0,2017-02-11,2.296688541140846
6002,810000.0,1968.0,825000.0,90403,Condominium,2.0,2.0,34.023349,-118.495338,876.0,2.0,7492.0,2017-03-31,0,0,1,0,0,1,0,0,1,1,1,0,0,0,52.0,3,2017,0,2017-03-01,2.46
6003,1418000.0,1922.0,1495000.0,90403,Single Family Residence,4.0,1.0,34.026108,-118.49252,1723.0,1.0,5019.0,2017-05-04,1,1,0,0,0,0,0,0,0,0,1,0,0,0,98.0,5,2017,0,2017-04-04,2.36
6005,750000.0,1982.0,719000.0,90403,Condominium,1.0,1.0,34.026309000000005,-118.499882,761.0,3.0,14988.0,2017-02-17,0,0,1,0,0,1,0,1,1,1,1,0,0,1,38.0,2,2017,1,2017-01-18,2.42
6006,2310000.0,1927.0,2225000.0,90403,Single Family Residence,3.0,2.0,34.038532000000004,-118.478968,1622.0,1.0,7996.0,2017-02-03,1,1,0,0,0,0,0,1,0,1,1,0,1,0,93.0,2,2017,1,2017-01-04,2.46
6009,949000.0,1976.0,949000.0,90403,Condominium,3.0,2.0,34.029315000000004,-118.494967,1138.0,3.0,7512.0,2017-02-15,0,0,1,0,0,1,0,0,1,1,1,0,0,0,44.0,2,2017,1,2017-01-16,1.77
6010,1765000.0,1980.0,1899000.0,90403,Condominium,3.0,3.0,34.026368,-118.498141,2120.0,3.0,7497.0,2017-04-27,0,0,1,0,0,1,1,1,1,1,1,0,0,1,40.0,4,2017,0,2017-03-28,2.42
6011,1215000.0,1981.0,1300000.0,90403,Townhouse,2.0,3.0,34.02724,-118.4936,1862.0,2.0,7487.0,2017-02-24,0,0,0,0,1,1,1,1,1,1,1,1,0,0,39.0,2,2017,1,2017-01-25,2.53
6012,539000.0,1969.0,539000.0,90403,Condominium,1.0,1.0,34.028105,-118.495395,659.0,2.0,15001.0,2017-01-23,0,0,1,0,0,1,0,0,0,1,1,0,0,0,51.0,1,2017,1,2016-12-24,2.296688541140846
6013,945000.0,1962.0,949000.0,90403,Townhouse,2.0,3.0,34.036522,-118.490185,1429.0,2.0,8942.0,2017-01-04,0,0,0,0,1,1,0,0,1,1,1,1,0,0,58.0,1,2017,1,2016-12-05,2.39
6014,1200000.0,1980.0,1399000.0,90403,Townhouse,2.0,2.0,34.025279,-118.49674,1665.0,1.0,5003.0,2017-05-08,0,0,0,0,1,1,0,1,1,1,1,0,0,0,40.0,5,2017,0,2017-04-08,2.296688541140846
6016,760000.0,1964.0,745000.0,90403,Condominium,1.0,1.0,34.018654999999995,-118.502762,674.0,1.0,18745.0,2017-03-02,0,0,1,0,0,1,1,0,1,1,1,1,0,1,56.0,3,2017,0,2017-01-31,2.45
6019,589000.0,1961.0,599000.0,90403,Condominium,1.0,1.0,34.023236,-118.50176,583.0,2.0,7496.0,2016-12-16,0,0,1,0,0,1,0,0,1,1,1,0,0,0,59.0,12,2016,1,2016-11-16,2.22
6021,2496888.0,1942.0,2395000.0,90403,Single Family Residence,3.0,2.0,34.037079,-118.48073,1737.0,1.0,6088.0,2017-01-05,1,1,0,0,0,1,1,1,1,1,1,1,0,0,78.0,1,2017,1,2016-12-06,2.39
6023,1320000.0,1982.0,1500000.0,90403,Condominium,2.0,2.0,34.01892,-118.500451,1577.0,1.0,30007.0,2017-05-25,0,0,1,0,0,1,1,1,1,1,1,1,1,1,38.0,5,2017,0,2017-04-25,2.35
6024,1530000.0,2000.0,1545000.0,90403,Townhouse,2.0,3.0,34.031123,-118.491554,1717.0,3.0,7497.0,2016-11-17,0,0,0,0,1,1,1,1,1,1,1,1,0,1,20.0,11,2016,1,2016-10-18,1.75
6025,3325000.0,1927.0,2995000.0,90403,Single Family Residence,3.0,3.0,34.04042800000001,-118.481302,3601.0,2.0,8009.0,2017-01-04,1,1,0,0,0,1,0,0,1,1,1,0,0,1,93.0,1,2017,1,2016-12-05,2.39
6026,908000.0,1974.0,890000.0,90403,Townhouse,3.0,3.0,34.04057,-118.484417,1386.0,1.0,6673.0,2016-12-22,0,0,0,0,1,0,0,0,1,0,1,0,0,0,46.0,12,2016,1,2016-11-22,2.31
6029,783000.0,1966.0,649000.0,90403,Condominium,1.0,1.0,34.021972,-118.498669,871.0,1.0,11225.0,2016-12-06,0,0,1,0,0,1,0,0,1,1,1,0,0,0,54.0,12,2016,1,2016-11-06,1.7957298013245218
6033,1106000.0,1981.0,1200000.0,90403,Townhouse,2.0,3.0,34.027048,-118.492429,1690.0,3.0,4988.0,2017-01-13,0,0,0,0,1,1,1,1,1,0,1,1,0,0,39.0,1,2017,1,2016-12-14,2.54
6034,2537500.0,1985.0,2650000.0,90403,Condominium,3.0,3.0,34.020703000000005,-118.497774,2073.0,1.0,14996.0,2017-03-03,0,0,1,0,0,1,1,1,1,1,1,1,1,1,35.0,3,2017,0,2017-02-01,2.48
6037,1570000.0,1974.0,1450000.0,90403,Condominium,2.0,2.0,34.023977,-118.501659,1366.0,3.0,11987.0,2017-03-06,0,0,1,0,0,1,1,1,1,1,1,0,0,1,46.0,3,2017,0,2017-02-04,2.296688541140846
6038,1675000.0,1982.0,1649000.0,90403,Condominium,2.0,2.0,34.01892,-118.500451,1538.0,1.0,30007.0,2016-12-09,0,0,1,0,0,1,1,0,1,1,1,0,1,1,38.0,12,2016,1,2016-11-09,2.07
6039,1250000.0,1982.0,1195000.0,90403,Townhouse,2.0,3.0,34.026309000000005,-118.499882,1420.0,3.0,14988.0,2016-12-15,0,0,0,0,1,1,0,1,1,1,0,1,0,1,38.0,12,2016,1,2016-11-15,2.23
6041,1536000.0,1980.0,1498000.0,90403,Condominium,3.0,2.0,34.025490000000005,-118.50399099999998,2023.0,2.0,7490.0,2016-11-16,0,0,1,0,0,1,1,1,1,1,1,1,0,1,40.0,11,2016,1,2016-10-17,1.77
6042,615000.0,1976.0,629000.0,90403,Condominium,1.0,1.0,34.022223,-118.506152,644.0,4.0,15008.0,2016-11-29,0,0,1,0,0,1,0,1,1,1,1,0,0,1,44.0,11,2016,1,2016-10-30,1.7957298013245218
6044,1000000.0,1964.0,995000.0,90403,Condominium,2.0,2.0,34.021531,-118.503527,1314.0,1.0,15007.0,2016-11-17,0,0,1,0,0,1,0,0,1,1,1,0,0,0,56.0,11,2016,1,2016-10-18,1.75
6046,999000.0,1980.0,798000.0,90403,Condominium,2.0,2.0,34.023811,-118.495347,1170.0,3.0,5003.0,2016-11-04,0,0,1,0,0,1,1,1,1,1,1,0,0,0,40.0,11,2016,1,2016-10-05,1.72
6047,1005000.0,1963.0,998000.0,90403,Townhouse,2.0,3.0,34.032937,-118.487342,1526.0,2.0,19845.0,2016-12-27,0,0,0,0,1,1,0,1,1,1,1,1,0,1,57.0,12,2016,1,2016-11-27,1.7957298013245218
6048,1810000.0,2012.0,1695000.0,90403,Townhouse,3.0,3.0,34.023376,-118.499076,1770.0,3.0,7491.0,2016-11-21,0,0,0,0,1,1,1,1,1,1,1,0,0,1,8.0,11,2016,1,2016-10-22,1.7957298013245218
6049,877500.0,1975.0,849000.0,90403,Townhouse,2.0,3.0,34.032971,-118.48554,1346.0,2.0,19859.0,2016-10-13,0,0,0,0,1,1,1,1,1,1,1,0,0,0,45.0,10,2016,1,2016-09-13,1.73
6050,1725000.0,1926.0,1998000.0,90403,Single Family Residence,2.0,1.0,34.039309,-118.481714,1255.0,1.0,8310.0,2017-03-06,1,1,0,0,0,0,0,1,0,1,0,1,0,0,94.0,3,2017,0,2017-02-04,2.296688541140846
6051,570000.0,1974.0,579000.0,90403,Condominium,1.0,1.0,34.027297,-118.492582,642.0,1.0,7506.0,2017-01-13,0,0,1,0,0,1,0,0,1,1,1,0,0,0,46.0,1,2017,1,2016-12-14,2.54
6052,1040000.0,1970.0,995000.0,90403,Condominium,2.0,2.0,34.027802,-118.496852,1380.0,3.0,22518.0,2016-11-15,0,0,1,0,0,1,0,1,1,1,1,0,0,0,50.0,11,2016,1,2016-10-16,1.7957298013245218
6053,1355000.0,1978.0,1100000.0,90403,Townhouse,3.0,3.0,34.029983,-118.493907,1512.0,2.0,7511.0,2016-11-03,0,0,0,0,1,0,0,1,1,1,1,1,0,1,42.0,11,2016,1,2016-10-04,1.69
6054,1200000.0,1975.0,1199000.0,90403,Townhouse,2.0,3.0,34.032971,-118.48554,1548.0,2.0,19859.0,2016-11-15,0,0,0,0,1,1,1,1,1,1,1,0,0,1,45.0,11,2016,1,2016-10-16,1.7957298013245218
6055,1600000.0,1980.0,1649000.0,90403,Condominium,3.0,3.0,34.032311,-118.494027,1647.0,2.0,7500.0,2016-10-04,0,0,1,0,0,1,1,1,1,1,1,0,0,0,40.0,10,2016,1,2016-09-04,1.7957298013245218
6056,1750000.0,2001.0,1850000.0,90403,Townhouse,2.0,3.0,34.025265999999995,-118.498661,1805.0,1.0,15012.0,2016-11-23,0,0,0,0,1,1,0,1,1,1,1,0,0,0,19.0,11,2016,1,2016-10-24,1.77
6058,955500.0,1970.0,899000.0,90403,Condominium,3.0,3.0,34.031645000000005,-118.491383,1228.0,1.0,7492.0,2016-10-11,0,0,1,0,0,1,0,0,1,1,1,1,0,0,50.0,10,2016,1,2016-09-11,1.7957298013245218
6059,1032000.0,1988.0,1149000.0,90403,Condominium,2.0,2.0,34.025161,-118.49368,1458.0,4.0,9984.0,2016-11-15,0,0,1,0,0,1,1,1,1,1,1,1,0,1,32.0,11,2016,1,2016-10-16,1.7957298013245218
6060,1270000.0,1979.0,1298000.0,90403,Condominium,3.0,3.0,34.043756,-118.480345,1587.0,2.0,7200.0,2017-01-04,0,0,1,0,0,1,1,1,1,1,1,0,0,0,41.0,1,2017,1,2016-12-05,2.39
6061,1699000.0,2002.0,1699000.0,90403,Townhouse,2.0,3.0,34.03088,-118.496016,1870.0,3.0,7499.0,2016-10-13,1,0,0,0,1,1,0,1,1,0,1,0,0,0,18.0,10,2016,1,2016-09-13,1.73
6062,2250000.0,1944.0,2250000.0,90403,Single Family Residence,3.0,3.0,34.043282,-118.474179,2497.0,1.0,9063.0,2016-10-26,1,1,0,0,0,1,0,1,1,1,1,1,1,0,76.0,10,2016,1,2016-09-26,1.59
6063,839000.0,1964.0,795000.0,90403,Condominium,1.0,1.0,34.018654999999995,-118.502762,674.0,1.0,18745.0,2016-10-17,0,0,1,0,0,1,1,0,1,1,1,0,1,1,56.0,10,2016,1,2016-09-17,1.7957298013245218
6064,1080000.0,1967.0,1079000.0,90403,Townhouse,3.0,3.0,34.033331,-118.488605,1718.0,2.0,7994.0,2016-09-27,0,0,0,0,1,1,0,0,1,1,1,1,0,1,53.0,9,2016,1,2016-08-28,1.7957298013245218
6065,2450000.0,1981.0,1950000.0,90403,Condominium,3.0,3.0,34.019592,-118.503807,2010.0,4.0,22475.0,2016-09-22,0,0,1,0,0,1,0,1,1,1,1,0,1,1,39.0,9,2016,1,2016-08-23,1.55
6066,1400000.0,1964.0,1449000.0,90403,Condominium,2.0,2.0,34.018654999999995,-118.502762,1048.0,1.0,18745.0,2016-10-18,0,0,1,0,0,1,1,0,1,1,1,0,0,1,56.0,10,2016,1,2016-09-18,1.7957298013245218
6068,620000.0,1972.0,688000.0,90403,Condominium,1.0,1.0,34.021469,-118.504183,682.0,3.0,7517.0,2016-12-15,0,0,1,0,0,1,0,1,1,1,1,0,0,0,48.0,12,2016,1,2016-11-15,2.23
6069,865000.0,1960.0,839000.0,90403,Condominium,3.0,2.0,34.023375,-118.500888,1079.0,1.0,7508.0,2016-09-29,0,0,1,0,0,0,0,0,1,1,1,0,0,0,60.0,9,2016,1,2016-08-30,1.57
6070,935000.0,1971.0,899000.0,90403,Condominium,2.0,2.0,34.024827,-118.500752,1047.0,3.0,7492.0,2016-09-28,0,0,1,0,0,1,0,1,1,1,0,0,0,0,49.0,9,2016,1,2016-08-29,1.57
6071,1750000.0,1988.0,1695000.0,90403,Townhouse,3.0,3.0,34.034309,-118.49156200000002,2083.0,2.0,7494.0,2016-09-30,0,0,0,0,1,1,1,1,1,1,0,0,0,0,32.0,9,2016,1,2016-08-31,1.58
6072,1220000.0,1981.0,1299000.0,90403,Condominium,3.0,3.0,34.035032,-118.479941,1965.0,4.0,12223.0,2017-03-02,0,0,1,0,0,0,1,1,1,1,1,0,0,1,39.0,3,2017,0,2017-01-31,2.45
6075,4618000.0,2016.0,4699000.0,90403,Single Family Residence,4.0,6.0,34.037276,-118.484921,4432.0,1.0,7996.0,2016-09-27,1,1,0,0,0,1,0,1,1,1,1,1,0,0,4.0,9,2016,1,2016-08-28,1.7957298013245218
6076,1169000.0,1962.0,1169000.0,90403,Townhouse,2.0,3.0,34.035814,-118.489694,1347.0,2.0,8012.0,2016-09-21,0,0,0,0,1,1,1,0,1,1,1,1,1,1,58.0,9,2016,1,2016-08-22,1.55
6077,2240000.0,1942.0,2100000.0,90403,Single Family Residence,2.0,1.0,34.036857,-118.481915,1114.0,1.0,6098.0,2016-09-06,1,1,0,0,0,1,0,1,1,1,1,1,0,0,78.0,9,2016,1,2016-08-07,1.7957298013245218
6078,1008000.0,1971.0,1029000.0,90403,Condominium,2.0,2.0,34.033118,-118.488383,1094.0,2.0,7976.0,2016-10-19,0,0,1,0,0,1,0,0,1,1,1,1,0,1,49.0,10,2016,1,2016-09-19,1.7
6079,745000.0,1973.0,739900.0,90403,Condominium,2.0,2.0,34.024993,-118.492834,1007.0,2.0,7510.0,2016-10-04,0,0,1,0,0,1,0,1,1,1,1,0,0,0,47.0,10,2016,1,2016-09-04,1.7957298013245218
6080,850000.0,1966.0,799000.0,90403,Condominium,2.0,2.0,34.028544000000004,-118.497725,1051.0,1.0,7504.0,2016-09-02,0,0,1,0,0,1,0,0,1,1,1,0,0,1,54.0,9,2016,1,2016-08-03,1.55
6081,1425000.0,2005.0,1449000.0,90403,Condominium,2.0,3.0,34.029233000000005,-118.49483,1641.0,3.0,7499.0,2016-10-31,0,0,1,0,0,1,1,1,1,1,1,1,0,1,15.0,10,2016,1,2016-10-01,1.7957298013245218
